"","Country","Year","fertility","life","population","child_mortality","gdp","region"
"352","Aruba",1965,3.842,67.435,57362,21.334,5642,"America"
"353","Aruba",1966,3.625,67.762,57714,21.334,5783,"America"
"354","Aruba",1967,3.417,68.095,58052,21.334,5927,"America"
"355","Aruba",1968,3.226,68.436,58388,21.334,6075,"America"
"356","Aruba",1969,3.054,68.784,58725,21.334,6227,"America"
"357","Aruba",1970,2.908,69.14,59066,21.334,6382,"America"
"358","Aruba",1971,2.788,69.498,59439,21.334,6904,"America"
"359","Aruba",1972,2.691,69.851,59849,21.334,7470,"America"
"360","Aruba",1973,2.613,70.192,60238,21.334,8084,"America"
"361","Aruba",1974,2.552,70.519,60524,21.334,8756,"America"
"362","Aruba",1975,2.506,70.834,60654,21.334,9493,"America"
"363","Aruba",1976,2.472,71.14,60589,21.334,10305,"America"
"364","Aruba",1977,2.446,71.441,60366,21.334,11197,"America"
"365","Aruba",1978,2.425,71.737,60108,21.334,12166,"America"
"366","Aruba",1979,2.408,72.023,59980,21.334,13194,"America"
"367","Aruba",1980,2.392,72.294,60099,26.34,14273,"America"
"368","Aruba",1981,2.377,72.539,60570,25.4,15377,"America"
"369","Aruba",1982,2.364,72.752,61347,24.6,16508,"America"
"370","Aruba",1983,2.353,72.929,62208,23.96,17725,"America"
"371","Aruba",1984,2.342,73.071,62833,23.48,19124,"America"
"372","Aruba",1985,2.332,73.181,63030,23.14,20789,"America"
"373","Aruba",1986,2.32,73.262,62645,22.91,22827,"America"
"374","Aruba",1987,2.307,73.325,61830,22.76,26876,"America"
"375","Aruba",1988,2.291,73.378,61069,22.62,32328,"America"
"376","Aruba",1989,2.272,73.425,61026,22.5,36284,"America"
"377","Aruba",1990,2.249,73.468,62147,22.36,37014,"America"
"378","Aruba",1991,2.221,73.509,64642,22.23,38310,"America"
"379","Aruba",1992,2.187,73.544,68286,22.1,38238,"America"
"380","Aruba",1993,2.149,73.573,72573,22,38477,"America"
"381","Aruba",1994,2.108,73.598,76762,21.91,39318,"America"
"382","Aruba",1995,2.064,73.622,80323,21.83,38602,"America"
"383","Aruba",1996,2.021,73.645,83069,21.76,38003,"America"
"384","Aruba",1997,1.979,73.669,85161,21.68,40312,"America"
"385","Aruba",1998,1.94,73.697,86827,21.6,42565,"America"
"386","Aruba",1999,1.905,73.734,88442,21.49,42564,"America"
"387","Aruba",2000,1.874,73.783,90271,21.35,43703,"America"
"388","Aruba",2001,1.848,73.852,92363,21.15,42445,"America"
"389","Aruba",2002,1.825,73.94,94596,20.89,40288,"America"
"390","Aruba",2003,1.805,74.048,96875,20.57,39246,"America"
"391","Aruba",2004,1.786,74.175,99046,20.2,41057,"America"
"392","Aruba",2005,1.769,74.316,100996,19.8,40737,"America"
"393","Aruba",2006,1.754,74.467,102711,19.37,40209,"America"
"394","Aruba",2007,1.739,74.621,104225,18.95,40558,"America"
"395","Aruba",2008,1.726,74.772,105526,18.55,38594,"America"
"396","Aruba",2009,1.713,74.919,106612,18.18,35573,"America"
"397","Aruba",2010,1.701,75.059,107488,17.84,33288,"America"
"398","Aruba",2011,1.69,75.193,108141,17.55,36016,"America"
"399","Aruba",2012,1.681,75.324,108587,17.28,35419,"America"
"400","Aruba",2013,1.673,75.455,108883,17.03,36083,"America"
"401","Australia",1964,3.154,70.65,11122567,22.7,16098,"East Asia & Pacific"
"402","Australia",1965,2.973,70.98,11359763,22.4,16601,"East Asia & Pacific"
"403","Australia",1966,2.885,70.82,11617580,22.1,16756,"East Asia & Pacific"
"404","Australia",1967,2.847,71.1,11892163,22,17570,"East Asia & Pacific"
"405","Australia",1968,2.886,70.73,12175746,21.9,18261,"East Asia & Pacific"
"406","Australia",1969,2.887,71.14,12457299,21.7,18949,"East Asia & Pacific"
"407","Australia",1970,2.859,70.81,12728362,21.4,19719,"East Asia & Pacific"
"408","Australia",1971,2.945,71.41,12987847,20.9,20176,"East Asia & Pacific"
"409","Australia",1972,2.743,71.93,13236895,20.2,20385,"East Asia & Pacific"
"410","Australia",1973,2.491,72.14,13472175,19.4,21185,"East Asia & Pacific"
"411","Australia",1974,2.321,71.89,13690285,18.4,21383,"East Asia & Pacific"
"412","Australia",1975,2.148,72.84,13889696,17.3,21708,"East Asia & Pacific"
"413","Australia",1976,2.06,72.88,14067994,16.2,22372,"East Asia & Pacific"
"414","Australia",1977,2.007,73.49,14227905,15.3,22373,"East Asia & Pacific"
"415","Australia",1978,1.949,73.88,14379565,14.4,22763,"East Asia & Pacific"
"416","Australia",1979,1.907,74.44,14536839,13.6,23697,"East Asia & Pacific"
"417","Australia",1980,1.891,74.6,14709918,13,23872,"East Asia & Pacific"
"418","Australia",1981,1.935,74.96,14901610,12.5,24308,"East Asia & Pacific"
"419","Australia",1982,1.929,74.74,15109659,12.2,23884,"East Asia & Pacific"
"420","Australia",1983,1.924,75.55,15332790,11.9,23584,"East Asia & Pacific"
"421","Australia",1984,1.84,76.02,15567927,11.6,24934,"East Asia & Pacific"
"422","Australia",1985,1.923,75.45,15812088,11.3,25875,"East Asia & Pacific"
"423","Australia",1986,1.868,76.13,16066496,11,26057,"East Asia & Pacific"
"424","Australia",1987,1.845,76.32,16330369,10.6,26969,"East Asia & Pacific"
"425","Australia",1988,1.831,76.35,16596096,10.2,27757,"East Asia & Pacific"
"426","Australia",1989,1.838,76.45,16853690,9.7,28556,"East Asia & Pacific"
"427","Australia",1990,1.902,77.05,17096153,9.2,28604,"East Asia & Pacific"
"428","Australia",1991,1.849,77.54,17320633,8.6,28122,"East Asia & Pacific"
"429","Australia",1992,1.888,77.54,17529469,8.1,27895,"East Asia & Pacific"
"430","Australia",1993,1.859,78.07,17727413,7.7,28732,"East Asia & Pacific"
"431","Australia",1994,1.842,78.07,17921818,7.3,29580,"East Asia & Pacific"
"432","Australia",1995,1.822,78.45,18118416,7,30359,"East Asia & Pacific"
"433","Australia",1996,1.796,78.53,18319637,6.8,31145,"East Asia & Pacific"
"434","Australia",1997,1.778,78.79,18525153,6.6,32013,"East Asia & Pacific"
"435","Australia",1998,1.762,79.28,18734878,6.5,33085,"East Asia & Pacific"
"436","Australia",1999,1.755,79.53,18947894,6.4,34346,"East Asia & Pacific"
"437","Australia",2000,1.756,79.93,19164351,6.2,35253,"East Asia & Pacific"
"438","Australia",2001,1.729,80.27,19382188,6.1,35452,"East Asia & Pacific"
"439","Australia",2002,1.756,80.29,19604051,6,36375,"East Asia & Pacific"
"440","Australia",2003,1.748,80.69,19840120,5.9,37035,"East Asia & Pacific"
"441","Australia",2004,1.763,81.04,20103822,5.9,38130,"East Asia & Pacific"
"442","Australia",2005,1.791,81.44,20403520,5.7,38840,"East Asia & Pacific"
"443","Australia",2006,1.817,81.63,20744295,5.6,39416,"East Asia & Pacific"
"444","Australia",2007,1.92,81.67,21119988,5.4,40643,"East Asia & Pacific"
"445","Australia",2008,1.956,81.567,21513817,5.2,41312,"East Asia & Pacific"
"446","Australia",2009,1.903,81.937,21902300,5,41170,"East Asia & Pacific"
"447","Australia",2010,1.886,82.091,22268384,4.8,41330,"East Asia & Pacific"
"448","Australia",2011,1.884,82.231,22605732,4.5,41706,"East Asia & Pacific"
"449","Australia",2012,1.887,82.364,22918688,4.2,42522,"East Asia & Pacific"
"450","Australia",2013,1.882,82.496,23213944,4,42840,"East Asia & Pacific"
"451","Austria",1964,2.795,70.16,7220812,34.2,13915,"Europe & Central Asia"
"452","Austria",1965,2.703,69.95,7268015,32.7,14213,"Europe & Central Asia"
"453","Austria",1966,2.663,70.26,7312775,31.5,14898,"Europe & Central Asia"
"454","Austria",1967,2.621,70.14,7355039,30.5,15228,"Europe & Central Asia"
"455","Austria",1968,2.586,70.29,7394601,29.8,15814,"Europe & Central Asia"
"456","Austria",1969,2.488,70.06,7431574,29.3,16743,"Europe & Central Asia"
"457","Austria",1970,2.292,70.11,7465908,29,17865,"Europe & Central Asia"
"458","Austria",1971,2.2,70.31,7497731,28.7,18698,"Europe & Central Asia"
"459","Austria",1972,2.085,70.63,7526469,28,19747,"Europe & Central Asia"
"460","Austria",1973,1.938,71.21,7550638,26.8,20602,"Europe & Central Asia"
"461","Austria",1974,1.908,71.2,7568347,25.1,21381,"Europe & Central Asia"
"462","Austria",1975,1.827,71.33,7578498,23.1,21364,"Europe & Central Asia"
"463","Austria",1976,1.688,71.82,7580564,21.1,22385,"Europe & Central Asia"
"464","Austria",1977,1.631,72.17,7575669,19.4,23427,"Europe & Central Asia"
"465","Austria",1978,1.604,72.25,7566450,18.1,23364,"Europe & Central Asia"
"466","Austria",1979,1.598,72.56,7556551,17.1,24684,"Europe & Central Asia"
"467","Austria",1980,1.652,72.7,7548798,16.3,25259,"Europe & Central Asia"
"468","Austria",1981,1.674,73.02,7544359,15.5,25187,"Europe & Central Asia"
"469","Austria",1982,1.661,73.18,7543194,14.8,25637,"Europe & Central Asia"
"470","Austria",1983,1.559,73.25,7545472,14.1,26435,"Europe & Central Asia"
"471","Austria",1984,1.522,73.79,7550960,13.3,26522,"Europe & Central Asia"
"472","Austria",1985,1.474,74.01,7559621,12.6,27100,"Europe & Central Asia"
"473","Austria",1986,1.449,74.49,7570906,11.8,27707,"Europe & Central Asia"
"474","Austria",1987,1.432,74.93,7585345,11.1,28136,"Europe & Central Asia"
"475","Austria",1988,1.447,75.41,7605095,10.5,28951,"Europe & Central Asia"
"476","Austria",1989,1.446,75.5,7632984,10,30067,"Europe & Central Asia"
"477","Austria",1990,1.457,75.77,7670513,9.5,31053,"Europe & Central Asia"
"478","Austria",1991,1.507,75.83,7719577,9,31802,"Europe & Central Asia"
"479","Austria",1992,1.505,76.04,7778255,8.5,32113,"Europe & Central Asia"
"480","Austria",1993,1.501,76.27,7839625,8,32017,"Europe & Central Asia"
"481","Austria",1994,1.465,76.59,7894229,7.4,32660,"Europe & Central Asia"
"482","Austria",1995,1.424,76.83,7935624,6.8,33480,"Europe & Central Asia"
"483","Austria",1996,1.446,77.1,7960464,6.4,34237,"Europe & Central Asia"
"484","Austria",1997,1.393,77.5,7971553,6,34952,"Europe & Central Asia"
"485","Austria",1998,1.37,77.87,7976117,5.8,36157,"Europe & Central Asia"
"486","Austria",1999,1.34,78.05,7984694,5.6,37382,"Europe & Central Asia"
"487","Austria",2000,1.365,78.33,8004712,5.5,38548,"Europe & Central Asia"
"488","Austria",2001,1.33,78.83,8038480,5.4,38919,"Europe & Central Asia"
"489","Austria",2002,1.393,78.96,8083059,5.3,39370,"Europe & Central Asia"
"490","Austria",2003,1.376,78.96,8134235,5.2,39475,"Europe & Central Asia"
"491","Austria",2004,1.419,79.47,8185553,5,40292,"Europe & Central Asia"
"492","Austria",2005,1.406,79.64,8232196,4.9,40875,"Europe & Central Asia"
"493","Austria",2006,1.405,80.1,8273208,4.8,42036,"Europe & Central Asia"
"494","Austria",2007,1.379,80.3,8309783,4.6,43418,"Europe & Central Asia"
"495","Austria",2008,1.411,80.51,8341806,4.6,43952,"Europe & Central Asia"
"496","Austria",2009,1.391,80.392,8369639,4.5,42171,"Europe & Central Asia"
"497","Austria",2010,1.438,80.595,8393644,4.4,42861,"Europe & Central Asia"
"498","Austria",2011,1.443,80.785,8413429,4.2,44029,"Europe & Central Asia"
"499","Austria",2012,1.457,80.965,8428915,4,44216,"Europe & Central Asia"
"500","Austria",2013,1.471,81.137,8441263,3.9,44059,"Europe & Central Asia"
"501","Azerbaijan",1964,5.468,62.701,4440733,93.61,5751,"Europe & Central Asia"
"502","Azerbaijan",1965,5.352,63.117,4574500,90.2,6012,"Europe & Central Asia"
"503","Azerbaijan",1966,5.21,63.533,4702919,86.86,6241,"Europe & Central Asia"
"504","Azerbaijan",1967,5.056,63.945,4826262,83.54,6458,"Europe & Central Asia"
"505","Azerbaijan",1968,4.901,64.342,4944932,80.41,6778,"Europe & Central Asia"
"506","Azerbaijan",1969,4.753,64.712,5059921,77.44,6819,"Europe & Central Asia"
"507","Azerbaijan",1970,4.612,65.035,5172002,75.11,7285,"Europe & Central Asia"
"508","Azerbaijan",1971,4.479,65.287,5281238,72.93,7416,"Europe & Central Asia"
"509","Azerbaijan",1972,4.348,65.457,5387375,71.36,7395,"Europe & Central Asia"
"510","Azerbaijan",1973,4.216,65.545,5490572,74.39,7952,"Europe & Central Asia"
"511","Azerbaijan",1974,4.084,65.554,5591016,77.55,8076,"Europe & Central Asia"
"512","Azerbaijan",1975,3.95,65.496,5688997,80.85,7994,"Europe & Central Asia"
"513","Azerbaijan",1976,3.814,65.387,5784587,84.29,8263,"Europe & Central Asia"
"514","Azerbaijan",1977,3.676,65.254,5878259,87.87,8351,"Europe & Central Asia"
"515","Azerbaijan",1978,3.539,65.124,5971198,91.6,8456,"Europe & Central Asia"
"516","Azerbaijan",1979,3.407,65.017,6064905,95.5,8315,"Europe & Central Asia"
"517","Azerbaijan",1980,3.286,64.964,6160502,120.86,8228,"Europe & Central Asia"
"518","Azerbaijan",1981,3.179,64.996,6258490,120.54,8205,"Europe & Central Asia"
"519","Azerbaijan",1982,3.092,65.108,6358780,108.2,8307,"Europe & Central Asia"
"520","Azerbaijan",1983,3.026,65.283,6461139,105.7,8469,"Europe & Central Asia"
"521","Azerbaijan",1984,2.98,65.499,6565062,103.3,8466,"Europe & Central Asia"
"522","Azerbaijan",1985,2.954,65.695,6670151,101.1,8435,"Europe & Central Asia"
"523","Azerbaijan",1986,2.947,65.796,6775858,99,8673,"Europe & Central Asia"
"524","Azerbaijan",1987,2.953,65.757,6882160,97.2,8679,"Europe & Central Asia"
"525","Azerbaijan",1988,2.964,65.567,6989708,95.8,8760,"Europe & Central Asia"
"526","Azerbaijan",1989,2.973,65.246,7099449,94.9,8814,"Europe & Central Asia"
"527","Azerbaijan",1990,2.969,64.858,7211692,94.7,8513,"Europe & Central Asia"
"528","Azerbaijan",1991,2.94,64.494,7327570,95,8323,"Europe & Central Asia"
"529","Azerbaijan",1992,2.883,64.245,7445925,95.4,6346,"Europe & Central Asia"
"530","Azerbaijan",1993,2.799,64.171,7562075,95.7,4806,"Europe & Central Asia"
"531","Azerbaijan",1994,2.688,64.291,7669735,95.5,3808,"Europe & Central Asia"
"532","Azerbaijan",1995,2.561,64.591,7764798,94.3,3320,"Europe & Central Asia"
"533","Azerbaijan",1996,2.427,65.023,7845310,92.1,3329,"Europe & Central Asia"
"534","Azerbaijan",1997,2.301,65.511,7913692,88.6,3488,"Europe & Central Asia"
"535","Azerbaijan",1998,2.193,65.99,7975648,84.2,3801,"Europe & Central Asia"
"536","Azerbaijan",1999,2.108,66.438,8039312,79.3,4047,"Europe & Central Asia"
"537","Azerbaijan",2000,2.049,66.851,8110723,74,4459,"Europe & Central Asia"
"538","Azerbaijan",2001,2.014,67.249,8191464,68.8,4863,"Europe & Central Asia"
"539","Azerbaijan",2002,1.997,67.662,8280252,63.8,5338,"Europe & Central Asia"
"540","Azerbaijan",2003,1.989,68.105,8376733,59.3,5891,"Europe & Central Asia"
"541","Azerbaijan",2004,1.987,68.57,8479668,55.2,6435,"Europe & Central Asia"
"542","Azerbaijan",2005,1.988,69.033,8587902,51.7,8052,"Europe & Central Asia"
"543","Azerbaijan",2006,1.989,69.466,8701719,48.6,10711,"Europe & Central Asia"
"544","Azerbaijan",2007,1.989,69.841,8821012,45.8,13243,"Europe & Central Asia"
"545","Azerbaijan",2008,1.986,70.142,8943600,43.3,14365,"Europe & Central Asia"
"546","Azerbaijan",2009,1.98,70.366,9066604,41,15394,"Europe & Central Asia"
"547","Azerbaijan",2010,1.97,70.518,9187783,39,15950,"Europe & Central Asia"
"548","Azerbaijan",2011,1.956,70.616,9306023,37.3,15754,"Europe & Central Asia"
"549","Azerbaijan",2012,1.94,70.686,9421233,35.7,15888,"Europe & Central Asia"
"550","Azerbaijan",2013,1.924,70.753,9533445,34.2,16593,"Europe & Central Asia"
"551","Bahamas",1964,4.22,64.189,133709,48.56,18160,"America"
"552","Bahamas",1965,4.057,64.498,140063,42.84,19156,"America"
"553","Bahamas",1966,3.893,64.8,146379,37.79,20007,"America"
"554","Bahamas",1967,3.75,65.095,152623,33.33,21048,"America"
"555","Bahamas",1968,3.641,65.383,158644,29.4,21975,"America"
"556","Bahamas",1969,3.571,65.665,164263,30,23154,"America"
"557","Bahamas",1970,3.531,65.943,169367,30.6,21210,"America"
"558","Bahamas",1971,3.504,66.218,173875,31.2,21018,"America"
"559","Bahamas",1972,3.469,66.49,177849,31.7,19856,"America"
"560","Bahamas",1973,3.411,66.759,181490,32.1,20957,"America"
"561","Bahamas",1974,3.33,67.027,185091,32.2,17127,"America"
"562","Bahamas",1975,3.234,67.291,188870,32.2,14320,"America"
"563","Bahamas",1976,3.139,67.55,192885,31.9,14767,"America"
"564","Bahamas",1977,3.062,67.803,197090,31.5,15790,"America"
"565","Bahamas",1978,3.012,68.05,201474,31,17660,"America"
"566","Bahamas",1979,2.99,68.29,205990,30.5,21812,"America"
"567","Bahamas",1980,2.989,68.524,210600,29.9,22747,"America"
"568","Bahamas",1981,2.994,68.755,215330,29.4,21634,"America"
"569","Bahamas",1982,2.989,68.984,220188,28.9,22519,"America"
"570","Bahamas",1983,2.965,69.212,225083,28.6,23560,"America"
"571","Bahamas",1984,2.919,69.438,229899,28.2,23646,"America"
"572","Bahamas",1985,2.857,69.663,234553,27.9,24154,"America"
"573","Bahamas",1986,2.789,69.886,238989,27.3,24343,"America"
"574","Bahamas",1987,2.728,70.104,243236,26.5,24818,"America"
"575","Bahamas",1988,2.683,70.316,247409,25.6,24959,"America"
"576","Bahamas",1989,2.654,70.518,251671,24.6,25109,"America"
"577","Bahamas",1990,2.639,70.705,256128,23.5,24281,"America"
"578","Bahamas",1991,2.631,70.869,260845,22.5,22841,"America"
"579","Bahamas",1992,2.621,71.01,265761,21.6,21555,"America"
"580","Bahamas",1993,2.601,71.131,270701,20.6,21222,"America"
"581","Bahamas",1994,2.566,71.239,275426,19.6,21516,"America"
"582","Bahamas",1995,2.514,71.351,279774,18.7,22119,"America"
"583","Bahamas",1996,2.443,71.482,283677,17.8,22758,"America"
"584","Bahamas",1997,2.357,71.646,287217,17,22971,"America"
"585","Bahamas",1998,2.263,71.85,290571,16.4,23799,"America"
"586","Bahamas",1999,2.165,72.093,293988,15.9,25193,"America"
"587","Bahamas",2000,2.071,72.37,297651,15.7,25858,"America"
"588","Bahamas",2001,1.989,72.668,301606,15.5,26078,"America"
"589","Bahamas",2002,1.924,72.971,305801,15.5,26260,"America"
"590","Bahamas",2003,1.88,73.264,310201,15.4,25387,"America"
"591","Bahamas",2004,1.857,73.538,314739,15.4,25073,"America"
"592","Bahamas",2005,1.853,73.787,319358,15.3,25397,"America"
"593","Bahamas",2006,1.862,74.011,324066,15.1,25530,"America"
"594","Bahamas",2007,1.876,74.216,328861,14.8,25412,"America"
"595","Bahamas",2008,1.889,74.407,333661,14.5,24373,"America"
"596","Bahamas",2009,1.898,74.587,338358,14.2,22950,"America"
"597","Bahamas",2010,1.901,74.757,342877,13.9,22915,"America"
"598","Bahamas",2011,1.898,74.92,347176,13.5,22689,"America"
"599","Bahamas",2012,1.893,75.079,351275,13.2,22841,"America"
"600","Bahamas",2013,1.888,75.237,355233,12.8,22518,"America"
"601","Bahrain",1964,7.192,57.182,181833,138.9,24751,"Middle East & North Africa"
"602","Bahrain",1965,7.165,58.389,186351,126.3,25662,"Middle East & North Africa"
"603","Bahrain",1966,7.101,59.526,190734,114.7,26651,"Middle East & North Africa"
"604","Bahrain",1967,6.998,60.599,195111,104,27726,"Middle East & North Africa"
"605","Bahrain",1968,6.86,61.611,199818,94.1,28802,"Middle East & North Africa"
"606","Bahrain",1969,6.69,62.562,205291,85,29943,"Middle East & North Africa"
"607","Bahrain",1970,6.498,63.45,211878,76.8,31232,"Middle East & North Africa"
"608","Bahrain",1971,6.293,64.276,219532,69.3,31102,"Middle East & North Africa"
"609","Bahrain",1972,6.089,65.043,228255,62.7,33824,"Middle East & North Africa"
"610","Bahrain",1973,5.895,65.757,238468,56.9,35688,"Middle East & North Africa"
"611","Bahrain",1974,5.716,66.421,250683,51.8,36456,"Middle East & North Africa"
"612","Bahrain",1975,5.556,67.04,265160,47.4,33509,"Middle East & North Africa"
"613","Bahrain",1976,5.414,67.615,282245,43.6,41062,"Middle East & North Africa"
